what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1327604956151
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1327604956151
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327604956151
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1327604956151
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327604956151
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1327604956151
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1327604956151
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1327604956151
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1327604956151
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1327604956151
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1327604956151
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1327604956152
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1327604956152
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1327604956152
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1327604956152
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1327604956152
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1327604956152
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1327604956152
started,bundle,com.springsource.repository,2.0.0.RELEASE,"com.springsource.repository",1327604956152
started,bundle,com.springsource.server.ide.ui,2.6.0.201103161000-RELEASE,"com.springsource.server.ide.ui",1327604956152
started,bundle,com.springsource.sts.content.core,2.6.0.201103161000-RELEASE,"com.springsource.sts.content.core",1327604956152
started,bundle,com.springsource.sts.core,2.6.0.201103161000-RELEASE,"com.springsource.sts.core",1327604956152
started,bundle,com.springsource.sts.ide.configurator,2.6.0.201103161000-RELEASE,"com.springsource.sts.ide.configurator",1327604956152
started,bundle,com.springsource.sts.ide.help,2.6.0.201103161000-RELEASE,"com.springsource.sts.ide.help",1327604956152
started,bundle,com.springsource.sts.ide.ui,2.6.0.201103161000-RELEASE,"com.springsource.sts.ide.ui",1327604956152
started,bundle,com.springsource.sts.quickfix,2.6.0.201103161000-RELEASE,"com.springsource.sts.quickfix",1327604956152
started,bundle,com.springsource.sts.roo.ui,2.6.0.201103161000-RELEASE,"com.springsource.sts.roo.ui",1327604956152
started,bundle,com.springsource.sts.server.insight.ui,2.6.0.201103161000-RELEASE,"com.springsource.sts.server.insight.ui",1327604956152
started,bundle,com.springsource.sts.ui,2.6.0.201103161000-RELEASE,"com.springsource.sts.ui",1327604956152
started,bundle,com.springsource.sts.wizard,2.6.0.201103161000-RELEASE,"com.springsource.sts.wizard",1327604956152
started,bundle,org.aspectj.ajde,1.6.11.20110304135300,"org.aspectj.ajde",1327604956152
started,bundle,org.eclipse.ajdt.core,2.1.2.e36x-20110307-1000,"org.eclipse.ajdt.core",1327604956152
started,bundle,org.eclipse.ajdt.ui,2.1.2.e36x-20110307-1000,"org.eclipse.ajdt.ui",1327604956152
